,cluster1,cluster2,cluster3
2529,35.0,23.0,25.0
2530,35.0,26.0,26.0
2533,35.0,21.0,25.0
2535,35.0,24.0,27.0
2538,34.0,18.0,20.0
2541,34.0,25.0,28.0
2542,34.0,27.0,28.0
2543,35.0,19.0,26.0
2574,15.0,4.0,4.0
2575,36.0,28.0,29.0
2576,36.0,26.0,29.0
2577,35.0,27.0,25.0
2580,31.0,16.0,20.0
2581,32.0,17.0,22.0
2601,31.0,23.0,25.0
2602,34.0,23.0,25.0
2603,30.0,18.0,21.0
2604,32.0,14.0,22.0
2605,31.0,24.0,22.0
2607,31.0,19.0,20.0
2608,35.0,27.0,26.0
2610,32.0,17.0,21.0
2611,33.0,26.0,24.0
2615,28.0,14.0,20.0
2616,31.0,29.0,25.0
2631,17.0,6.0,12.0
2642,32.0,20.0,24.0
2645,31.0,17.0,23.0
2646,29.0,18.0,24.0
2647,30.0,21.0,26.0
2649,30.0,27.0,25.0
2651,33.0,27.0,27.0
2653,34.0,24.0,25.0
2656,32.0,27.0,28.0
2657,32.0,22.0,26.0
2658,33.0,27.0,28.0
2665,34.0,24.0,26.0
2692,23.0,16.0,21.0
2699,31.0,16.0,24.0
2700,36.0,29.0,29.0
2714,31.0,25.0,25.0
2722,28.0,25.0,26.0
2747,32.0,16.0,20.0
2748,36.0,30.0,29.0
2749,36.0,24.0,25.0
2760,19.0,16.0,19.0
2774,35.0,25.0,28.0
2775,33.0,20.0,25.0
2777,34.0,27.0,27.0
2779,32.0,17.0,22.0
2783,30.0,15.0,25.0
2784,33.0,13.0,19.0
2786,4.0,,3.0
2789,26.0,10.0,17.0
2790,31.0,6.0,6.0
2791,24.0,7.0,14.0
2797,28.0,15.0,18.0
2802,34.0,18.0,20.0
2806,34.0,24.0,27.0
2807,34.0,20.0,24.0
2810,31.0,29.0,26.0
2812,26.0,12.0,15.0
2813,33.0,22.0,24.0
2814,33.0,21.0,28.0
2818,34.0,21.0,23.0
2826,28.0,10.0,15.0
2827,19.0,9.0,13.0
2828,24.0,18.0,20.0
2829,35.0,19.0,23.0
2831,34.0,25.0,25.0
2832,34.0,19.0,25.0
2837,23.0,12.0,18.0
2839,31.0,18.0,22.0
2840,35.0,29.0,25.0
2842,34.0,25.0,26.0
2843,34.0,28.0,29.0
2844,34.0,27.0,27.0
2845,35.0,27.0,29.0
2846,34.0,26.0,28.0
2847,34.0,26.0,25.0
2848,32.0,17.0,24.0
2850,27.0,17.0,19.0
2851,26.0,14.0,20.0
2853,33.0,22.0,24.0
2854,34.0,21.0,25.0
2856,32.0,23.0,21.0
2857,36.0,30.0,29.0
2858,36.0,29.0,29.0
2863,32.0,14.0,22.0
2882,36.0,28.0,28.0
2884,35.0,25.0,28.0
2886,34.0,18.0,27.0
2887,34.0,25.0,27.0
2889,34.0,23.0,27.0
2891,13.0,7.0,5.0
2892,32.0,15.0,20.0
2893,35.0,28.0,26.0
2895,36.0,19.0,25.0
2896,32.0,18.0,23.0
2897,17.0,8.0,6.0
2899,34.0,26.0,27.0
2901,34.0,25.0,27.0
2903,34.0,25.0,27.0
2906,27.0,14.0,19.0
2907,35.0,17.0,25.0
2908,35.0,20.0,26.0
2911,34.0,18.0,24.0
2912,30.0,15.0,18.0
2913,33.0,16.0,22.0
2916,30.0,17.0,18.0
2917,32.0,18.0,23.0
2928,29.0,14.0,21.0
2938,34.0,21.0,25.0
2940,34.0,28.0,26.0
2941,36.0,29.0,29.0
2943,26.0,11.0,13.0
2946,34.0,27.0,23.0
2949,20.0,10.0,13.0
2950,24.0,12.0,13.0
2952,36.0,28.0,29.0
2953,36.0,29.0,29.0
2954,36.0,28.0,29.0
2955,34.0,24.0,28.0
2956,36.0,28.0,28.0
2958,32.0,15.0,23.0
2965,36.0,24.0,28.0
2966,35.0,24.0,27.0
2977,27.0,14.0,16.0
2989,27.0,10.0,20.0
2991,25.0,14.0,18.0
2994,32.0,24.0,22.0
2998,33.0,18.0,26.0
3001,32.0,21.0,26.0
3003,35.0,27.0,28.0
3005,29.0,16.0,19.0
3006,25.0,14.0,19.0
3009,34.0,16.0,17.0
3010,28.0,14.0,19.0
3012,26.0,13.0,17.0
3016,35.0,22.0,26.0
3017,35.0,26.0,28.0
3019,34.0,23.0,25.0
3034,24.0,13.0,15.0
3037,36.0,30.0,29.0
3050,36.0,21.0,26.0
3051,35.0,25.0,26.0
3052,36.0,29.0,29.0
3053,29.0,19.0,18.0
3054,36.0,29.0,29.0
3055,35.0,25.0,29.0
3056,32.0,20.0,23.0
3057,35.0,27.0,27.0
3058,36.0,29.0,29.0
3060,36.0,26.0,28.0
3061,35.0,29.0,29.0
3063,36.0,28.0,29.0
3064,36.0,28.0,29.0
3069,25.0,11.0,19.0
3073,25.0,9.0,21.0
3075,31.0,17.0,24.0
3076,33.0,19.0,23.0
3079,32.0,18.0,22.0
3081,31.0,14.0,19.0
3082,35.0,19.0,24.0
3084,33.0,15.0,19.0
3090,34.0,28.0,27.0
3095,22.0,12.0,17.0
3097,23.0,11.0,13.0
3112,18.0,9.0,14.0
3118,32.0,20.0,23.0
3121,35.0,25.0,28.0
3123,31.0,17.0,23.0
3139,33.0,18.0,18.0
3151,35.0,28.0,29.0
3152,36.0,29.0,27.0
3154,31.0,22.0,23.0
3158,26.0,15.0,13.0
3160,31.0,18.0,23.0
3163,30.0,21.0,22.0
3166,30.0,21.0,21.0
3167,16.0,9.0,10.0
3169,32.0,18.0,19.0
3171,32.0,24.0,25.0
3172,32.0,14.0,23.0
3174,30.0,17.0,21.0
3175,30.0,21.0,21.0
3178,31.0,17.0,20.0
3181,33.0,28.0,26.0
3183,29.0,16.0,21.0
3184,33.0,18.0,24.0
3185,34.0,25.0,22.0
3186,35.0,29.0,29.0
3187,34.0,27.0,24.0
3188,35.0,26.0,26.0
3189,31.0,16.0,23.0
3192,30.0,16.0,17.0
3193,29.0,19.0,23.0
3196,33.0,21.0,27.0
3198,24.0,15.0,13.0
3203,25.0,15.0,15.0
3204,36.0,22.0,26.0
3205,26.0,11.0,14.0
3208,23.0,8.0,11.0
3213,25.0,10.0,12.0
3217,28.0,16.0,19.0
3222,26.0,10.0,12.0
3226,17.0,8.0,10.0
3232,33.0,22.0,23.0
3234,35.0,27.0,27.0
3235,34.0,24.0,29.0
3237,34.0,22.0,26.0
3240,34.0,27.0,29.0
3245,34.0,25.0,29.0
3247,31.0,18.0,20.0
3249,33.0,26.0,27.0
3256,35.0,30.0,29.0
3267,35.0,30.0,29.0
3283,23.0,11.0,8.0
3284,35.0,24.0,24.0
3285,36.0,26.0,27.0
3286,35.0,27.0,25.0
3288,30.0,17.0,23.0
3300,33.0,17.0,20.0
3301,34.0,23.0,23.0
3303,35.0,29.0,29.0
3309,33.0,19.0,21.0
3310,34.0,21.0,25.0
3316,32.0,15.0,22.0
3319,32.0,25.0,23.0
3322,27.0,15.0,17.0
3323,34.0,28.0,27.0
3324,36.0,30.0,29.0
3325,34.0,30.0,28.0
3326,36.0,30.0,28.0
3329,21.0,9.0,15.0
3334,30.0,16.0,21.0
3342,25.0,11.0,18.0
3362,34.0,27.0,26.0
3363,33.0,26.0,26.0
3364,35.0,29.0,27.0
3366,34.0,28.0,29.0
3370,34.0,29.0,27.0
3372,33.0,28.0,27.0
3374,36.0,30.0,29.0
3375,33.0,28.0,29.0
3376,36.0,27.0,26.0
3379,34.0,27.0,28.0
3380,34.0,25.0,23.0
3381,25.0,20.0,14.0
3383,33.0,29.0,29.0
3388,35.0,25.0,25.0
3389,32.0,20.0,23.0
3390,34.0,28.0,27.0
3391,26.0,20.0,25.0
3394,36.0,30.0,29.0
3396,36.0,30.0,29.0
3398,36.0,30.0,29.0
3399,36.0,30.0,29.0
3400,36.0,29.0,28.0
3402,35.0,28.0,28.0
3405,35.0,29.0,29.0
3406,36.0,29.0,29.0
3408,36.0,29.0,29.0
3409,36.0,29.0,29.0
3410,36.0,29.0,29.0
3411,36.0,29.0,29.0
3412,36.0,29.0,29.0
3413,36.0,29.0,29.0
3414,36.0,29.0,29.0
3415,36.0,29.0,29.0
3416,36.0,29.0,29.0
3417,36.0,29.0,29.0
3418,36.0,29.0,28.0
3419,35.0,29.0,27.0
3420,36.0,29.0,29.0
3421,36.0,29.0,29.0
3422,36.0,30.0,29.0
3423,36.0,29.0,29.0
3424,31.0,28.0,25.0
3427,31.0,26.0,24.0
3428,34.0,28.0,26.0
3430,35.0,27.0,27.0
3432,29.0,26.0,23.0
3436,36.0,29.0,28.0
3437,36.0,21.0,26.0
3438,36.0,23.0,27.0
3442,35.0,27.0,26.0
3445,35.0,28.0,28.0
3453,35.0,29.0,29.0
3454,32.0,27.0,24.0
3455,13.0,18.0,12.0
3465,35.0,28.0,27.0
3466,35.0,26.0,24.0
3469,36.0,30.0,29.0
3472,36.0,28.0,29.0
3475,35.0,29.0,28.0
3477,36.0,29.0,29.0
3478,36.0,30.0,29.0
3480,36.0,30.0,29.0
3481,33.0,17.0,21.0
3482,34.0,18.0,24.0
3484,34.0,25.0,24.0
3486,26.0,11.0,17.0
3495,34.0,16.0,23.0
3497,33.0,18.0,21.0
3506,28.0,17.0,18.0
3507,32.0,15.0,20.0
3509,36.0,29.0,28.0
3512,31.0,21.0,24.0
3513,34.0,22.0,24.0
3516,35.0,23.0,26.0
3517,34.0,26.0,27.0
3519,32.0,18.0,24.0
3520,33.0,18.0,22.0
3522,34.0,21.0,25.0
3523,34.0,22.0,27.0
3524,21.0,12.0,15.0
3526,29.0,16.0,21.0
3528,34.0,20.0,26.0
3531,34.0,17.0,22.0
3532,32.0,14.0,23.0
3536,35.0,29.0,29.0
3543,21.0,13.0,11.0
3546,21.0,11.0,15.0
3549,35.0,27.0,24.0
3550,34.0,27.0,26.0
3558,27.0,15.0,18.0
3567,36.0,29.0,28.0
3568,36.0,25.0,28.0
3569,36.0,28.0,27.0
3570,36.0,30.0,29.0
3571,36.0,30.0,29.0
3572,36.0,30.0,29.0
3573,34.0,19.0,27.0
3574,34.0,25.0,26.0
3576,36.0,25.0,26.0
3584,30.0,17.0,20.0
3586,34.0,23.0,27.0
3588,34.0,23.0,26.0
3589,36.0,21.0,27.0
3590,34.0,24.0,28.0
3591,35.0,25.0,23.0
3592,36.0,30.0,29.0
3594,34.0,23.0,27.0
3595,34.0,27.0,27.0
3599,30.0,14.0,21.0
3601,34.0,22.0,27.0
3603,34.0,16.0,24.0
3605,34.0,20.0,24.0
3607,35.0,26.0,27.0
3609,36.0,25.0,29.0
3610,35.0,24.0,27.0
3628,22.0,12.0,15.0
3633,36.0,22.0,27.0
3634,22.0,22.0,20.0
3635,36.0,29.0,29.0
3636,33.0,17.0,22.0
3637,33.0,16.0,22.0
3640,34.0,19.0,25.0
3642,34.0,19.0,25.0
3647,21.0,10.0,19.0
3648,34.0,20.0,24.0
3649,32.0,18.0,23.0
3651,32.0,18.0,22.0
3652,32.0,15.0,24.0
3655,34.0,20.0,25.0
3657,35.0,29.0,26.0
3662,34.0,19.0,24.0
3665,35.0,23.0,26.0
3666,35.0,18.0,28.0
3667,36.0,27.0,26.0
3670,34.0,16.0,20.0
3672,34.0,24.0,27.0
3673,36.0,24.0,28.0
3674,35.0,27.0,27.0
3676,21.0,13.0,18.0
3677,28.0,14.0,18.0
3678,33.0,20.0,26.0
3684,32.0,26.0,28.0
3685,24.0,18.0,14.0
3687,35.0,28.0,27.0
3689,30.0,24.0,23.0
3690,36.0,29.0,27.0
3691,36.0,29.0,29.0
3693,36.0,29.0,29.0
3694,36.0,29.0,29.0
3699,36.0,25.0,26.0
3700,36.0,29.0,29.0
3703,35.0,29.0,29.0
3706,21.0,21.0,17.0
3707,25.0,18.0,18.0
3710,20.0,15.0,19.0
3711,25.0,15.0,15.0
3713,27.0,13.0,22.0
3715,33.0,27.0,23.0
3723,25.0,14.0,18.0
3724,32.0,16.0,22.0
3725,34.0,22.0,26.0
3730,31.0,21.0,24.0
3733,36.0,28.0,28.0
3763,36.0,30.0,29.0
3764,36.0,29.0,29.0
3765,36.0,29.0,29.0
3766,24.0,15.0,16.0
3771,32.0,17.0,22.0
3776,34.0,20.0,25.0
3778,31.0,15.0,20.0
3781,34.0,17.0,25.0
3783,35.0,17.0,25.0
3789,32.0,17.0,21.0
3793,36.0,26.0,28.0
3794,35.0,21.0,26.0
3795,29.0,15.0,20.0
3797,33.0,15.0,23.0
3799,31.0,15.0,20.0
3801,36.0,29.0,29.0
3808,30.0,15.0,22.0
3810,33.0,19.0,25.0
3814,34.0,15.0,24.0
3816,34.0,17.0,24.0
3818,33.0,15.0,23.0
3823,33.0,17.0,25.0
3825,34.0,19.0,28.0
3827,30.0,14.0,22.0
3829,29.0,14.0,19.0
3833,31.0,18.0,23.0
3834,34.0,17.0,24.0
3835,34.0,18.0,24.0
3836,28.0,13.0,18.0
3840,34.0,22.0,28.0
3841,34.0,26.0,28.0
3842,36.0,20.0,27.0
3843,22.0,13.0,18.0
3845,34.0,21.0,27.0
3846,36.0,26.0,28.0
3848,34.0,22.0,27.0
3850,34.0,17.0,25.0
3852,36.0,23.0,29.0
3853,36.0,28.0,29.0
3854,36.0,24.0,29.0
3855,36.0,28.0,29.0
3858,34.0,22.0,28.0
3859,34.0,18.0,26.0
3861,32.0,16.0,23.0
3862,34.0,20.0,26.0
3864,35.0,21.0,25.0
3865,35.0,28.0,27.0
3867,27.0,11.0,13.0
3870,33.0,15.0,25.0
3877,16.0,8.0,9.0
3882,28.0,11.0,14.0
3889,35.0,17.0,26.0
3891,36.0,28.0,29.0
3892,34.0,29.0,27.0
3893,36.0,29.0,29.0
3894,31.0,20.0,23.0
3895,34.0,18.0,26.0
3897,27.0,10.0,16.0
3900,36.0,24.0,29.0
3913,23.0,10.0,17.0
3916,33.0,13.0,25.0
3919,27.0,15.0,19.0
3924,34.0,18.0,22.0
3925,35.0,29.0,29.0
3933,33.0,15.0,18.0
3934,34.0,15.0,25.0
3940,29.0,13.0,18.0
3941,34.0,14.0,23.0
3942,33.0,14.0,20.0
3943,27.0,11.0,17.0
3945,31.0,12.0,18.0
3946,23.0,11.0,15.0
3948,30.0,15.0,22.0
3956,31.0,17.0,23.0
3957,33.0,16.0,23.0
3958,35.0,19.0,26.0
3959,28.0,14.0,22.0
3963,33.0,14.0,24.0
3964,33.0,19.0,23.0
3967,34.0,15.0,19.0
3968,35.0,21.0,25.0
3970,34.0,16.0,25.0
3998,32.0,15.0,20.0
3999,36.0,20.0,22.0
4002,32.0,28.0,27.0
4007,35.0,26.0,26.0
4008,34.0,24.0,24.0
4010,32.0,15.0,20.0
4011,34.0,27.0,27.0
4013,34.0,26.0,27.0
4015,34.0,25.0,27.0
4017,34.0,24.0,24.0
4018,35.0,28.0,27.0
4019,34.0,27.0,26.0
4020,34.0,27.0,28.0
4022,33.0,21.0,23.0
4023,34.0,23.0,26.0
4031,36.0,30.0,29.0
4032,36.0,29.0,28.0
4035,33.0,24.0,26.0
4053,32.0,15.0,21.0
4063,22.0,13.0,14.0
4066,36.0,27.0,29.0
4067,27.0,15.0,20.0
4072,34.0,25.0,28.0
4074,34.0,20.0,25.0
4081,32.0,21.0,26.0
4083,34.0,23.0,28.0
4085,32.0,20.0,21.0
4087,34.0,19.0,27.0
4089,35.0,27.0,25.0
4091,33.0,22.0,23.0
4092,34.0,19.0,28.0
4094,30.0,18.0,22.0
4096,34.0,25.0,28.0
4097,30.0,14.0,19.0
4098,29.0,14.0,19.0
4100,24.0,10.0,17.0
4104,36.0,29.0,29.0
4105,31.0,25.0,25.0
4107,34.0,24.0,26.0
4108,35.0,29.0,28.0
4110,34.0,22.0,27.0
4111,24.0,10.0,15.0
4114,34.0,24.0,22.0
4115,35.0,26.0,24.0
4118,28.0,11.0,13.0
4125,36.0,28.0,29.0
4126,36.0,27.0,29.0
4127,36.0,27.0,29.0
4128,36.0,27.0,29.0
4129,36.0,29.0,29.0
4130,35.0,28.0,28.0
4131,32.0,17.0,22.0
4132,27.0,11.0,14.0
4134,33.0,13.0,19.0
4135,33.0,16.0,19.0
4137,34.0,19.0,25.0
4138,32.0,17.0,22.0
4143,34.0,19.0,25.0
4147,35.0,22.0,25.0
4149,32.0,14.0,17.0
4150,26.0,9.0,15.0
4156,31.0,14.0,15.0
4179,36.0,26.0,28.0
4184,35.0,9.0,13.0
4186,35.0,24.0,27.0
4190,34.0,27.0,26.0
4195,33.0,19.0,24.0
4197,32.0,16.0,24.0
4198,35.0,25.0,26.0
4199,36.0,26.0,27.0
4221,29.0,25.0,22.0
4223,28.0,8.0,6.0
4224,36.0,24.0,27.0
4235,27.0,18.0,20.0
4255,34.0,26.0,24.0
4256,36.0,29.0,29.0
4257,33.0,29.0,23.0
4258,35.0,25.0,25.0
4259,32.0,17.0,22.0
4260,34.0,24.0,26.0
4282,34.0,20.0,25.0
4284,36.0,27.0,28.0
4291,36.0,26.0,28.0
4292,35.0,22.0,25.0
4293,35.0,26.0,28.0
4295,34.0,22.0,27.0
4297,36.0,23.0,28.0
4299,31.0,21.0,23.0
4305,28.0,13.0,19.0
4306,29.0,16.0,21.0
4307,34.0,18.0,26.0
4308,36.0,26.0,28.0
4310,35.0,25.0,29.0
4314,34.0,21.0,26.0
4315,31.0,18.0,23.0
4316,35.0,27.0,26.0
4318,33.0,23.0,27.0
4320,16.0,5.0,8.0
4321,36.0,30.0,29.0
4322,32.0,21.0,25.0
4329,34.0,17.0,25.0
4330,34.0,21.0,25.0
4337,34.0,21.0,25.0
4341,36.0,29.0,27.0
4344,36.0,29.0,29.0
4345,36.0,29.0,29.0
4346,36.0,30.0,29.0
4347,34.0,28.0,28.0
4348,36.0,29.0,29.0
4349,36.0,29.0,29.0
4350,36.0,29.0,29.0
4351,36.0,29.0,29.0
4352,36.0,29.0,28.0
4353,36.0,29.0,29.0
4354,36.0,28.0,29.0
4355,36.0,29.0,29.0
4356,35.0,28.0,28.0
4359,34.0,28.0,28.0
4360,34.0,24.0,26.0
4362,35.0,26.0,28.0
4363,35.0,21.0,27.0
4364,35.0,23.0,25.0
4366,33.0,20.0,25.0
4371,31.0,21.0,24.0
4372,36.0,27.0,29.0
4373,36.0,24.0,27.0
4374,15.0,10.0,13.0
4375,32.0,26.0,25.0
4377,36.0,29.0,29.0
4378,31.0,22.0,23.0
4379,31.0,26.0,26.0
4382,22.0,15.0,16.0
4386,30.0,19.0,24.0
4393,29.0,21.0,24.0
4395,34.0,24.0,25.0
4397,33.0,28.0,29.0
4401,36.0,27.0,28.0
4402,35.0,29.0,29.0
4405,36.0,28.0,29.0
4407,36.0,29.0,29.0
4408,35.0,28.0,29.0
4411,35.0,29.0,29.0
4413,34.0,23.0,26.0
4414,36.0,29.0,29.0
4416,36.0,29.0,29.0
4417,35.0,29.0,29.0
4418,36.0,29.0,29.0
4420,36.0,28.0,29.0
4424,31.0,15.0,22.0
4425,29.0,15.0,20.0
4430,23.0,14.0,16.0
4435,31.0,14.0,21.0
4441,29.0,14.0,19.0
4443,35.0,24.0,27.0
4444,36.0,29.0,29.0
4445,25.0,18.0,15.0
4446,36.0,27.0,29.0
4447,36.0,28.0,28.0
4448,36.0,28.0,28.0
4452,34.0,26.0,25.0
4453,36.0,28.0,28.0
4457,35.0,29.0,28.0
4459,36.0,29.0,29.0
4460,36.0,26.0,28.0
4461,36.0,29.0,29.0
4462,36.0,29.0,29.0
4463,36.0,29.0,29.0
4464,35.0,28.0,29.0
4465,36.0,29.0,29.0
4466,36.0,29.0,29.0
4467,36.0,27.0,29.0
4468,36.0,29.0,29.0
4469,36.0,29.0,29.0
4470,36.0,29.0,29.0
4471,36.0,29.0,29.0
4473,35.0,24.0,25.0
4478,25.0,12.0,14.0
4480,33.0,19.0,23.0
4485,30.0,18.0,22.0
4489,36.0,30.0,29.0
4490,36.0,30.0,29.0
4500,32.0,16.0,24.0
4503,32.0,19.0,25.0
4509,24.0,14.0,18.0
4520,27.0,11.0,9.0
4522,36.0,28.0,28.0
4523,31.0,13.0,20.0
4525,32.0,14.0,19.0
4526,29.0,16.0,18.0
4528,35.0,19.0,23.0
4529,30.0,16.0,19.0
4530,26.0,14.0,16.0
4531,33.0,18.0,24.0
4535,35.0,18.0,26.0
4536,30.0,16.0,19.0
4537,34.0,17.0,21.0
4541,34.0,22.0,27.0
4544,36.0,24.0,28.0
4548,34.0,20.0,26.0
4549,35.0,24.0,28.0
4550,36.0,24.0,27.0
4552,35.0,22.0,26.0
4553,32.0,19.0,23.0
4555,35.0,18.0,24.0
4556,29.0,21.0,22.0
4557,36.0,29.0,29.0
4558,36.0,29.0,29.0
4562,36.0,29.0,29.0
4564,35.0,19.0,26.0
4566,34.0,19.0,25.0
4567,26.0,10.0,10.0
4569,32.0,16.0,23.0
4571,35.0,23.0,26.0
4572,35.0,22.0,23.0
4574,36.0,29.0,29.0
4576,32.0,18.0,25.0
4578,34.0,18.0,23.0
4579,36.0,29.0,29.0
4580,36.0,29.0,29.0
4581,36.0,30.0,29.0
4582,36.0,29.0,29.0
4583,36.0,29.0,29.0
4584,36.0,29.0,29.0
4585,36.0,29.0,29.0
4586,36.0,28.0,29.0
4587,36.0,29.0,29.0
4588,36.0,28.0,29.0
4590,35.0,20.0,26.0
4591,34.0,18.0,24.0
4593,36.0,27.0,27.0
4594,36.0,27.0,28.0
4595,34.0,25.0,29.0
4597,35.0,21.0,27.0
4598,36.0,28.0,28.0
4599,33.0,15.0,24.0
4600,35.0,21.0,27.0
4601,7.0,3.0,
4602,36.0,23.0,26.0
4604,36.0,19.0,25.0
4606,36.0,25.0,28.0
4607,35.0,20.0,25.0
4608,35.0,23.0,28.0
4609,34.0,20.0,24.0
4612,35.0,24.0,25.0
4614,32.0,18.0,24.0
4615,32.0,15.0,22.0
4617,35.0,22.0,25.0
4618,36.0,22.0,23.0
4619,33.0,22.0,21.0
4620,34.0,18.0,23.0
4621,36.0,25.0,27.0
4623,32.0,18.0,23.0
4625,35.0,21.0,25.0
4627,35.0,26.0,27.0
4629,32.0,26.0,26.0
4630,32.0,21.0,25.0
4637,26.0,15.0,16.0
4644,35.0,20.0,23.0
4645,36.0,25.0,27.0
4647,35.0,20.0,27.0
4648,36.0,27.0,28.0
4650,35.0,22.0,25.0
4651,35.0,21.0,25.0
4667,27.0,13.0,19.0
4677,34.0,21.0,25.0
4678,36.0,29.0,29.0
4679,34.0,18.0,25.0
4681,31.0,19.0,20.0
4689,32.0,18.0,24.0
4690,34.0,18.0,25.0
4693,25.0,15.0,15.0
4695,34.0,20.0,23.0
4696,30.0,17.0,19.0
4697,31.0,16.0,18.0
4699,33.0,20.0,23.0
4700,34.0,21.0,22.0
4702,31.0,17.0,15.0
4707,35.0,26.0,26.0
4708,30.0,19.0,18.0
4709,34.0,29.0,25.0
4711,32.0,18.0,22.0
4715,27.0,14.0,15.0
4716,34.0,26.0,26.0
4717,36.0,29.0,29.0
4722,13.0,4.0,5.0
4732,32.0,17.0,22.0
4734,28.0,19.0,21.0
4738,31.0,18.0,25.0
4739,31.0,18.0,22.0
4741,34.0,19.0,24.0
4744,33.0,23.0,25.0
4745,36.0,30.0,29.0
4746,32.0,29.0,27.0
4750,22.0,10.0,14.0
4751,28.0,16.0,21.0
4753,32.0,15.0,23.0
4756,31.0,13.0,20.0
4761,25.0,14.0,14.0
4762,32.0,19.0,19.0
4771,24.0,11.0,13.0
4774,29.0,14.0,17.0
4775,34.0,16.0,21.0
4778,19.0,8.0,12.0
4779,35.0,25.0,26.0
4781,34.0,24.0,28.0
4785,31.0,14.0,20.0
4786,33.0,22.0,23.0
4814,36.0,29.0,29.0
4815,36.0,28.0,27.0
4816,19.0,12.0,13.0
4819,32.0,16.0,22.0
4828,33.0,21.0,24.0
4830,27.0,17.0,22.0
4844,34.0,27.0,25.0
4846,24.0,13.0,15.0
4855,30.0,21.0,21.0
4858,23.0,14.0,19.0
4860,23.0,15.0,17.0
4863,36.0,22.0,26.0
4895,28.0,13.0,15.0
4899,29.0,18.0,19.0
4905,32.0,22.0,25.0
4909,33.0,17.0,21.0
4911,33.0,21.0,25.0
4912,34.0,25.0,24.0
4924,25.0,13.0,15.0
4926,26.0,15.0,13.0
4939,28.0,21.0,19.0
4942,34.0,30.0,29.0
4943,29.0,14.0,16.0
4944,33.0,22.0,26.0
4945,30.0,15.0,18.0
4948,28.0,13.0,18.0
4952,32.0,17.0,24.0
4954,32.0,17.0,22.0
4956,33.0,24.0,22.0
4961,34.0,25.0,28.0
4962,34.0,23.0,24.0
4963,21.0,21.0,16.0
4975,34.0,27.0,26.0
4976,36.0,29.0,29.0
4977,35.0,29.0,28.0
4978,36.0,29.0,29.0
4979,36.0,28.0,29.0
5001,30.0,15.0,18.0
5006,34.0,24.0,29.0
5008,35.0,17.0,26.0
5010,35.0,26.0,28.0
5011,35.0,26.0,28.0
5013,35.0,17.0,26.0
5014,35.0,23.0,26.0
5016,34.0,21.0,25.0
5017,27.0,15.0,18.0
5019,34.0,29.0,29.0
5021,35.0,25.0,27.0
5022,35.0,24.0,28.0
5024,35.0,28.0,29.0
5026,35.0,28.0,29.0
5027,34.0,18.0,24.0
5028,34.0,21.0,26.0
5030,35.0,24.0,29.0
5032,36.0,28.0,29.0
5034,19.0,7.0,9.0
5035,30.0,14.0,18.0
5038,35.0,29.0,29.0
5040,34.0,28.0,28.0
5041,31.0,14.0,22.0
5043,34.0,26.0,24.0
5045,32.0,15.0,20.0
5046,31.0,16.0,19.0
5050,35.0,24.0,26.0
5054,28.0,16.0,21.0
5056,30.0,15.0,21.0
5060,34.0,27.0,27.0
5061,36.0,29.0,29.0
5064,34.0,28.0,29.0
5065,36.0,28.0,27.0
5068,34.0,24.0,25.0
5071,36.0,29.0,29.0
5072,36.0,29.0,29.0
5073,36.0,29.0,29.0
5074,36.0,29.0,29.0
5075,35.0,29.0,29.0
5076,34.0,21.0,27.0
5082,31.0,15.0,18.0
5083,33.0,17.0,23.0
5087,29.0,13.0,17.0
5088,33.0,18.0,24.0
5089,34.0,19.0,26.0
5092,34.0,22.0,27.0
5094,34.0,17.0,23.0
5097,26.0,14.0,20.0
5098,35.0,15.0,23.0
5099,35.0,25.0,27.0
5101,36.0,26.0,27.0
5104,34.0,21.0,25.0
5106,36.0,29.0,29.0
5107,35.0,29.0,29.0
5108,36.0,23.0,25.0
5109,30.0,12.0,16.0
5112,34.0,22.0,26.0
5113,33.0,19.0,22.0
5114,34.0,22.0,26.0
5116,25.0,12.0,17.0
5119,28.0,14.0,15.0
5122,34.0,18.0,22.0
5124,36.0,24.0,27.0
5125,34.0,20.0,21.0
5126,34.0,19.0,23.0
5136,33.0,21.0,25.0
5137,34.0,20.0,24.0
5139,34.0,26.0,28.0
5141,34.0,26.0,29.0
5143,34.0,28.0,29.0
5154,26.0,18.0,20.0
5163,29.0,15.0,23.0
5166,26.0,20.0,20.0
5169,36.0,23.0,28.0
5170,36.0,27.0,29.0
5172,31.0,17.0,21.0
5174,34.0,28.0,29.0
5176,35.0,27.0,28.0
5177,36.0,22.0,25.0
5181,34.0,22.0,24.0
5182,34.0,23.0,24.0
5186,26.0,12.0,11.0
5187,35.0,28.0,27.0
5188,36.0,29.0,29.0
5189,36.0,29.0,29.0
5190,36.0,29.0,29.0
5191,36.0,29.0,29.0
5192,34.0,26.0,27.0
5193,36.0,29.0,29.0
5194,35.0,28.0,29.0
5195,36.0,29.0,29.0
5196,35.0,29.0,27.0
5197,36.0,28.0,29.0
5198,36.0,29.0,29.0
5199,36.0,28.0,29.0
5200,35.0,28.0,29.0
5201,36.0,30.0,29.0
5202,36.0,29.0,29.0
5203,36.0,29.0,29.0
5204,36.0,29.0,29.0
5205,36.0,29.0,29.0
5206,35.0,27.0,28.0
5207,36.0,29.0,29.0
5209,36.0,29.0,29.0
5213,36.0,30.0,29.0
5215,32.0,24.0,27.0
